State,Date,Total,Category
Alabama,17-07-2022,"  212,769,923 ",Beverages
Arizona,17-07-2022,"  218,623,208 ",Beverages
Arkansas,17-07-2022,"  114,762,339 ",Beverages
California,17-07-2022,"  896,695,790 ",Beverages
Colorado,17-07-2022,"  191,510,122 ",Beverages
Connecticut,17-07-2022,"  93,692,699 ",Beverages
Florida,17-07-2022,"  705,424,400 ",Beverages
Georgia,17-07-2022,"  390,307,593 ",Beverages
Illinois,17-07-2022,"  322,944,142 ",Beverages
Indiana,17-07-2022,"  226,763,655 ",Beverages
Iowa,17-07-2022,"  120,250,571 ",Beverages
Kansas,17-07-2022,"  92,242,837 ",Beverages
Kentucky,17-07-2022,"  176,803,762 ",Beverages
Louisiana,17-07-2022,"  175,186,925 ",Beverages
Maine,17-07-2022,"  57,223,096 ",Beverages
Maryland,17-07-2022,"  173,216,759 ",Beverages
Massachusetts,17-07-2022,"  193,560,295 ",Beverages
Michigan,17-07-2022,"  313,980,317 ",Beverages
Minnesota,17-07-2022,"  168,999,832 ",Beverages
Mississippi,17-07-2022,"  128,249,542 ",Beverages
Missouri,17-07-2022,"  205,623,643 ",Beverages
Nebraska,17-07-2022,"  63,405,634 ",Beverages
Nevada,17-07-2022,"  111,229,610 ",Beverages
New Hampshire,17-07-2022,"  61,159,798 ",Beverages
New Mexico,17-07-2022,"  77,655,782 ",Beverages
New York,17-07-2022,"  472,504,382 ",Beverages
North Carolina,17-07-2022,"  373,161,787 ",Beverages
Ohio,17-07-2022,"  384,440,093 ",Beverages
Oklahoma,17-07-2022,"  152,584,163 ",Beverages
Oregon,17-07-2022,"  126,747,931 ",Beverages
Pennsylvania,17-07-2022,"  385,936,571 ",Beverages
Rhode Island,17-07-2022,"  27,964,640 ",Beverages
South Carolina,17-07-2022,"  206,196,711 ",Beverages
South Dakota,17-07-2022,"  32,895,934 ",Beverages
Tennessee,17-07-2022,"  269,218,064 ",Beverages
Texas,17-07-2022,"  948,093,410 ",Beverages
Utah,17-07-2022,"  93,370,301 ",Beverages
Vermont,17-07-2022,"  21,496,521 ",Beverages
Virginia,17-07-2022,"  302,418,266 ",Beverages
Washington,17-07-2022,"  202,846,648 ",Beverages
West Virginia,17-07-2022,"  75,992,653 ",Beverages
Wisconsin,17-07-2022,"  169,197,846 ",Beverages
Wyoming,17-07-2022,"  25,693,764 ",Beverages
Alabama,17-10-2021,"  195,850,755 ",Beverages
Arizona,17-10-2021,"  197,141,587 ",Beverages
Arkansas,17-10-2021,"  101,130,188 ",Beverages
California,17-10-2021,"  818,621,940 ",Beverages
Colorado,17-10-2021,"  158,171,905 ",Beverages
Connecticut,17-10-2021,"  79,115,418 ",Beverages
Florida,17-10-2021,"  649,087,749 ",Beverages
Georgia,17-10-2021,"  358,048,744 ",Beverages
Illinois,17-10-2021,"  282,872,885 ",Beverages
Indiana,17-10-2021,"  201,261,578 ",Beverages
Iowa,17-10-2021,"  103,822,589 ",Beverages
Kansas,17-10-2021,"  81,123,034 ",Beverages
Kentucky,17-10-2021,"  158,469,038 ",Beverages
Louisiana,17-10-2021,"  168,011,334 ",Beverages
Maine,17-10-2021,"  43,846,988 ",Beverages
Maryland,17-10-2021,"  148,289,348 ",Beverages
Massachusetts,17-10-2021,"  163,959,288 ",Beverages
Michigan,17-10-2021,"  266,644,798 ",Beverages
Minnesota,17-10-2021,"  141,654,269 ",Beverages
Mississippi,17-10-2021,"  83,952,608 ",Beverages
Missouri,17-10-2021,"  178,740,957 ",Beverages
Nebraska,17-10-2021,"  38,787,217 ",Beverages
Nevada,17-10-2021,"  92,490,701 ",Beverages
New Hampshire,17-10-2021,"  50,137,669 ",Beverages
New Mexico,17-10-2021,"  65,600,559 ",Beverages
New York,17-10-2021,"  383,288,006 ",Beverages
North Carolina,17-10-2021,"  326,334,722 ",Beverages
Ohio,17-10-2021,"  338,945,510 ",Beverages
Oklahoma,17-10-2021,"  133,311,603 ",Beverages
Oregon,17-10-2021,"  103,410,414 ",Beverages
Pennsylvania,17-10-2021,"  328,811,498 ",Beverages
Rhode Island,17-10-2021,"  22,798,438 ",Beverages
South Carolina,17-10-2021,"  177,044,108 ",Beverages
South Dakota,17-10-2021,"  25,950,714 ",Beverages
Tennessee,17-10-2021,"  237,896,333 ",Beverages
Texas,17-10-2021,"  821,470,951 ",Beverages
Utah,17-10-2021,"  75,271,623 ",Beverages
Vermont,17-10-2021,"  16,867,636 ",Beverages
Virginia,17-10-2021,"  257,032,021 ",Beverages
Washington,17-10-2021,"  167,421,377 ",Beverages
West Virginia,17-10-2021,"  66,043,678 ",Beverages
Wisconsin,17-10-2021,"  141,440,058 ",Beverages
Wyoming,17-10-2021,"  19,626,614 ",Beverages
Alabama,17-11-2019,"  109,056,410 ",Beverages
Arizona,17-11-2019,"  116,490,977 ",Beverages
Arkansas,17-11-2019,"  58,265,259 ",Beverages
California,17-11-2019,"  486,794,359 ",Beverages
Colorado,17-11-2019,"  94,977,961 ",Beverages
Connecticut,17-11-2019,"  49,800,476 ",Beverages
Florida,17-11-2019,"  388,918,011 ",Beverages
Georgia,17-11-2019,"  201,290,193 ",Beverages
Illinois,17-11-2019,"  175,223,243 ",Beverages
Indiana,17-11-2019,"  118,206,970 ",Beverages
Iowa,17-11-2019,"  64,211,461 ",Beverages
Kansas,17-11-2019,"  48,710,294 ",Beverages
Kentucky,17-11-2019,"  92,285,214 ",Beverages
Louisiana,17-11-2019,"  97,123,839 ",Beverages
Maine,17-11-2019,"  25,124,019 ",Beverages
Maryland,17-11-2019,"  90,307,205 ",Beverages
Massachusetts,17-11-2019,"  101,260,431 ",Beverages
Michigan,17-11-2019,"  160,513,280 ",Beverages
Minnesota,17-11-2019,"  88,150,642 ",Beverages
Mississippi,17-11-2019,"  36,392,273 ",Beverages
Missouri,17-11-2019,"  104,244,425 ",Beverages
Nebraska,17-11-2019,"  17,020,702 ",Beverages
Nevada,17-11-2019,"  55,198,522 ",Beverages
New Hampshire,17-11-2019,"  29,354,792 ",Beverages
New Mexico,17-11-2019,"  37,154,366 ",Beverages
New York,17-11-2019,"  239,914,025 ",Beverages
North Carolina,17-11-2019,"  187,088,913 ",Beverages
Ohio,17-11-2019,"  200,628,466 ",Beverages
Oklahoma,17-11-2019,"  78,375,343 ",Beverages
Oregon,17-11-2019,"  61,015,742 ",Beverages
Pennsylvania,17-11-2019,"  202,076,105 ",Beverages
Rhode Island,17-11-2019,"  13,802,172 ",Beverages
South Carolina,17-11-2019,"  98,576,580 ",Beverages
South Dakota,17-11-2019,"  16,008,107 ",Beverages
Tennessee,17-11-2019,"  135,190,491 ",Beverages
Texas,17-11-2019,"  478,104,629 ",Beverages
Utah,17-11-2019,"  46,091,047 ",Beverages
Vermont,17-11-2019,"  9,824,944 ",Beverages
Virginia,17-11-2019,"  151,880,467 ",Beverages
Washington,17-11-2019,"  103,838,635 ",Beverages
West Virginia,17-11-2019,"  38,165,784 ",Beverages
Wisconsin,17-11-2019,"  86,704,220 ",Beverages
Wyoming,17-11-2019,"  12,048,604 ",Beverages
Alabama,18-04-2021,"  126,192,682 ",Beverages
Arizona,18-04-2021,"  134,735,709 ",Beverages
Arkansas,18-04-2021,"  67,525,813 ",Beverages
California,18-04-2021,"  515,453,323 ",Beverages
Colorado,18-04-2021,"  99,335,213 ",Beverages
Connecticut,18-04-2021,"  53,130,379 ",Beverages
Florida,18-04-2021,"  439,545,091 ",Beverages
Georgia,18-04-2021,"  237,770,629 ",Beverages
Illinois,18-04-2021,"  191,078,036 ",Beverages
Indiana,18-04-2021,"  135,305,521 ",Beverages
Iowa,18-04-2021,"  70,207,099 ",Beverages
Kansas,18-04-2021,"  54,961,229 ",Beverages
Kentucky,18-04-2021,"  107,204,172 ",Beverages
Louisiana,18-04-2021,"  106,648,614 ",Beverages
Maine,18-04-2021,"  28,809,628 ",Beverages
Maryland,18-04-2021,"  99,378,358 ",Beverages
Massachusetts,18-04-2021,"  107,478,311 ",Beverages
Michigan,18-04-2021,"  176,226,692 ",Beverages
Minnesota,18-04-2021,"  93,521,570 ",Beverages
Mississippi,18-04-2021,"  75,186,879 ",Beverages
Missouri,18-04-2021,"  122,020,893 ",Beverages
Nebraska,18-04-2021,"  37,204,752 ",Beverages
Nevada,18-04-2021,"  61,428,869 ",Beverages
New Hampshire,18-04-2021,"  33,368,292 ",Beverages
New Mexico,18-04-2021,"  44,962,387 ",Beverages
New York,18-04-2021,"  251,939,169 ",Beverages
North Carolina,18-04-2021,"  222,625,362 ",Beverages
Ohio,18-04-2021,"  225,595,014 ",Beverages
Oklahoma,18-04-2021,"  87,746,182 ",Beverages
Oregon,18-04-2021,"  75,450,878 ",Beverages
Pennsylvania,18-04-2021,"  214,838,318 ",Beverages
Rhode Island,18-04-2021,"  15,576,968 ",Beverages
South Carolina,18-04-2021,"  118,708,738 ",Beverages
South Dakota,18-04-2021,"  16,872,003 ",Beverages
Tennessee,18-04-2021,"  161,584,036 ",Beverages
Texas,18-04-2021,"  534,217,661 ",Beverages
Utah,18-04-2021,"  50,219,773 ",Beverages
Vermont,18-04-2021,"  11,028,639 ",Beverages
Virginia,18-04-2021,"  176,271,631 ",Beverages
Washington,18-04-2021,"  124,594,636 ",Beverages
West Virginia,18-04-2021,"  44,790,017 ",Beverages
Wisconsin,18-04-2021,"  96,311,141 ",Beverages
Wyoming,18-04-2021,"  13,013,595 ",Beverages
Alabama,18-07-2021,"  143,840,884 ",Beverages
Arizona,18-07-2021,"  146,199,274 ",Beverages
Arkansas,18-07-2021,"  77,954,786 ",Beverages
California,18-07-2021,"  608,751,471 ",Beverages
Colorado,18-07-2021,"  124,870,676 ",Beverages
Connecticut,18-07-2021,"  60,635,363 ",Beverages
Florida,18-07-2021,"  461,906,089 ",Beverages
Georgia,18-07-2021,"  266,538,614 ",Beverages
Illinois,18-07-2021,"  211,555,287 ",Beverages
Indiana,18-07-2021,"  152,121,652 ",Beverages
Iowa,18-07-2021,"  79,597,243 ",Beverages
Kansas,18-07-2021,"  60,484,849 ",Beverages
Kentucky,18-07-2021,"  117,990,161 ",Beverages
Louisiana,18-07-2021,"  122,116,303 ",Beverages
Maine,18-07-2021,"  35,155,857 ",Beverages
Maryland,18-07-2021,"  117,222,485 ",Beverages
Massachusetts,18-07-2021,"  122,629,909 ",Beverages
Michigan,18-07-2021,"  210,437,920 ",Beverages
Minnesota,18-07-2021,"  111,405,611 ",Beverages
Mississippi,18-07-2021,"  87,160,318 ",Beverages
Missouri,18-07-2021,"  137,132,760 ",Beverages
Nebraska,18-07-2021,"  41,661,965 ",Beverages
Nevada,18-07-2021,"  73,060,444 ",Beverages
New Hampshire,18-07-2021,"  38,963,245 ",Beverages
New Mexico,18-07-2021,"  51,469,305 ",Beverages
New York,18-07-2021,"  300,180,175 ",Beverages
North Carolina,18-07-2021,"  255,252,519 ",Beverages
Ohio,18-07-2021,"  255,957,268 ",Beverages
Oklahoma,18-07-2021,"  100,015,739 ",Beverages
Oregon,18-07-2021,"  85,334,685 ",Beverages
Pennsylvania,18-07-2021,"  256,160,105 ",Beverages
Rhode Island,18-07-2021,"  17,901,416 ",Beverages
South Carolina,18-07-2021,"  139,656,336 ",Beverages
South Dakota,18-07-2021,"  21,734,729 ",Beverages
Tennessee,18-07-2021,"  181,890,343 ",Beverages
Texas,18-07-2021,"  626,723,672 ",Beverages
Utah,18-07-2021,"  61,593,658 ",Beverages
Vermont,18-07-2021,"  13,433,531 ",Beverages
Virginia,18-07-2021,"  204,653,908 ",Beverages
Washington,18-07-2021,"  137,489,728 ",Beverages
West Virginia,18-07-2021,"  51,619,195 ",Beverages
Wisconsin,18-07-2021,"  110,798,379 ",Beverages
Wyoming,18-07-2021,"  17,100,529 ",Beverages
Alabama,18-09-2022,"  213,270,228 ",Beverages
Arizona,18-09-2022,"  218,387,231 ",Beverages
Arkansas,18-09-2022,"  113,416,519 ",Beverages
California,18-09-2022,"  867,638,860 ",Beverages
Colorado,18-09-2022,"  178,738,199 ",Beverages
Connecticut,18-09-2022,"  86,482,696 ",Beverages
Florida,18-09-2022,"  670,728,453 ",Beverages
Georgia,18-09-2022,"  391,431,161 ",Beverages
Illinois,18-09-2022,"  315,605,854 ",Beverages
Indiana,18-09-2022,"  226,801,841 ",Beverages
Iowa,18-09-2022,"  114,396,176 ",Beverages
Kansas,18-09-2022,"  89,581,306 ",Beverages
Kentucky,18-09-2022,"  176,248,303 ",Beverages
Louisiana,18-09-2022,"  179,685,597 ",Beverages
Maine,18-09-2022,"  49,097,846 ",Beverages
Maryland,18-09-2022,"  165,694,956 ",Beverages
Massachusetts,18-09-2022,"  181,562,852 ",Beverages
Michigan,18-09-2022,"  294,166,542 ",Beverages
Minnesota,18-09-2022,"  155,422,657 ",Beverages
Mississippi,18-09-2022,"  129,734,298 ",Beverages
Missouri,18-09-2022,"  201,210,603 ",Beverages
Nebraska,18-09-2022,"  61,544,262 ",Beverages
Nevada,18-09-2022,"  102,953,859 ",Beverages
New Hampshire,18-09-2022,"  54,738,525 ",Beverages
New Mexico,18-09-2022,"  72,357,988 ",Beverages
New York,18-09-2022,"  433,258,418 ",Beverages
North Carolina,18-09-2022,"  362,873,266 ",Beverages
Ohio,18-09-2022,"  377,247,509 ",Beverages
Oklahoma,18-09-2022,"  151,038,592 ",Beverages
Oregon,18-09-2022,"  111,186,797 ",Beverages
Pennsylvania,18-09-2022,"  365,882,492 ",Beverages
Rhode Island,18-09-2022,"  25,401,322 ",Beverages
South Carolina,18-09-2022,"  200,168,053 ",Beverages
South Dakota,18-09-2022,"  29,573,605 ",Beverages
Tennessee,18-09-2022,"  267,283,151 ",Beverages
Texas,18-09-2022,"  931,076,823 ",Beverages
Utah,18-09-2022,"  82,578,747 ",Beverages
Vermont,18-09-2022,"  18,198,310 ",Beverages
Virginia,18-09-2022,"  291,679,545 ",Beverages
Washington,18-09-2022,"  183,687,055 ",Beverages
West Virginia,18-09-2022,"  74,104,004 ",Beverages
Wisconsin,18-09-2022,"  156,284,474 ",Beverages
Wyoming,18-09-2022,"  22,254,099 ",Beverages
Alabama,18-10-2020,"  122,464,550 ",Beverages
Arizona,18-10-2020,"  130,530,706 ",Beverages
Arkansas,18-10-2020,"  64,996,749 ",Beverages
California,18-10-2020,"  535,362,222 ",Beverages
Colorado,18-10-2020,"  103,854,518 ",Beverages
Connecticut,18-10-2020,"  50,287,285 ",Beverages
Florida,18-10-2020,"  408,146,193 ",Beverages
Georgia,18-10-2020,"  223,960,846 ",Beverages
Illinois,18-10-2020,"  182,486,649 ",Beverages
Indiana,18-10-2020,"  129,107,106 ",Beverages
Iowa,18-10-2020,"  66,751,333 ",Beverages
Kansas,18-10-2020,"  52,216,444 ",Beverages
Kentucky,18-10-2020,"  100,459,116 ",Beverages
Louisiana,18-10-2020,"  104,986,484 ",Beverages
Maine,18-10-2020,"  28,172,232 ",Beverages
Maryland,18-10-2020,"  94,137,274 ",Beverages
Massachusetts,18-10-2020,"  104,434,742 ",Beverages
Michigan,18-10-2020,"  169,329,452 ",Beverages
Minnesota,18-10-2020,"  91,361,911 ",Beverages
Mississippi,18-10-2020,"  78,326,190 ",Beverages
Missouri,18-10-2020,"  114,326,214 ",Beverages
Nebraska,18-10-2020,"  35,869,570 ",Beverages
Nevada,18-10-2020,"  60,246,781 ",Beverages
New Hampshire,18-10-2020,"  32,058,522 ",Beverages
New Mexico,18-10-2020,"  42,993,936 ",Beverages
New York,18-10-2020,"  246,736,838 ",Beverages
North Carolina,18-10-2020,"  206,647,393 ",Beverages
Ohio,18-10-2020,"  217,012,144 ",Beverages
Oklahoma,18-10-2020,"  85,645,824 ",Beverages
Oregon,18-10-2020,"  65,409,369 ",Beverages
Pennsylvania,18-10-2020,"  209,727,400 ",Beverages
Rhode Island,18-10-2020,"  14,269,881 ",Beverages
South Carolina,18-10-2020,"  111,258,894 ",Beverages
South Dakota,18-10-2020,"  16,674,281 ",Beverages
Tennessee,18-10-2020,"  151,088,439 ",Beverages
Texas,18-10-2020,"  537,675,846 ",Beverages
Utah,18-10-2020,"  49,473,221 ",Beverages
Vermont,18-10-2020,"  10,964,926 ",Beverages
Virginia,18-10-2020,"  163,050,882 ",Beverages
Washington,18-10-2020,"  106,590,824 ",Beverages
West Virginia,18-10-2020,"  41,723,665 ",Beverages
Wisconsin,18-10-2020,"  91,154,751 ",Beverages
Wyoming,18-10-2020,"  13,060,879 ",Beverages
Alabama,18-12-2022,"  200,415,284 ",Beverages
Arizona,18-12-2022,"  204,225,387 ",Beverages
Arkansas,18-12-2022,"  104,855,820 ",Beverages
California,18-12-2022,"  802,540,094 ",Beverages
Colorado,18-12-2022,"  172,438,878 ",Beverages
Connecticut,18-12-2022,"  87,927,075 ",Beverages
Florida,18-12-2022,"  710,659,033 ",Beverages
Georgia,18-12-2022,"  373,390,982 ",Beverages
Illinois,18-12-2022,"  314,639,056 ",Beverages
Indiana,18-12-2022,"  218,718,280 ",Beverages
Iowa,18-12-2022,"  113,552,627 ",Beverages
Kansas,18-12-2022,"  87,682,837 ",Beverages
Kentucky,18-12-2022,"  167,654,027 ",Beverages
Louisiana,18-12-2022,"  171,487,542 ",Beverages
Maine,18-12-2022,"  46,588,231 ",Beverages
Maryland,18-12-2022,"  159,337,882 ",Beverages
Massachusetts,18-12-2022,"  178,862,351 ",Beverages
Michigan,18-12-2022,"  289,247,309 ",Beverages
Minnesota,18-12-2022,"  155,565,500 ",Beverages
Mississippi,18-12-2022,"  120,542,508 ",Beverages
Missouri,18-12-2022,"  193,565,613 ",Beverages
Nebraska,18-12-2022,"  60,849,963 ",Beverages
Nevada,18-12-2022,"  93,810,022 ",Beverages
New Hampshire,18-12-2022,"  54,150,225 ",Beverages
New Mexico,18-12-2022,"  70,135,624 ",Beverages
New York,18-12-2022,"  421,615,746 ",Beverages
North Carolina,18-12-2022,"  349,522,958 ",Beverages
Ohio,18-12-2022,"  371,400,664 ",Beverages
Oklahoma,18-12-2022,"  137,614,796 ",Beverages
Oregon,18-12-2022,"  110,611,156 ",Beverages
Pennsylvania,18-12-2022,"  360,122,297 ",Beverages
Rhode Island,18-12-2022,"  25,134,440 ",Beverages
South Carolina,18-12-2022,"  187,471,223 ",Beverages
South Dakota,18-12-2022,"  27,963,413 ",Beverages
Tennessee,18-12-2022,"  255,439,196 ",Beverages
Texas,18-12-2022,"  890,163,696 ",Beverages
Utah,18-12-2022,"  82,619,797 ",Beverages
Vermont,18-12-2022,"  17,867,737 ",Beverages
Virginia,18-12-2022,"  281,170,584 ",Beverages
Washington,18-12-2022,"  185,957,278 ",Beverages
West Virginia,18-12-2022,"  69,850,626 ",Beverages
Wisconsin,18-12-2022,"  155,791,297 ",Beverages
Wyoming,18-12-2022,"  20,651,204 ",Beverages
Alabama,19-01-2020,"  105,904,866 ",Beverages
Arizona,19-01-2020,"  110,294,022 ",Beverages
Arkansas,19-01-2020,"  56,718,756 ",Beverages
California,19-01-2020,"  439,475,032 ",Beverages
Colorado,19-01-2020,"  93,556,021 ",Beverages
Connecticut,19-01-2020,"  49,862,781 ",Beverages
Florida,19-01-2020,"  379,065,263 ",Beverages
Georgia,19-01-2020,"  199,106,822 ",Beverages
Illinois,19-01-2020,"  169,757,178 ",Beverages
Indiana,19-01-2020,"  118,935,094 ",Beverages
Iowa,19-01-2020,"  59,727,420 ",Beverages
Kansas,19-01-2020,"  45,970,258 ",Beverages
Kentucky,19-01-2020,"  89,904,459 ",Beverages
Louisiana,19-01-2020,"  93,011,764 ",Beverages
Maine,19-01-2020,"  26,100,870 ",Beverages
Maryland,19-01-2020,"  88,445,894 ",Beverages
Massachusetts,19-01-2020,"  103,176,944 ",Beverages
Michigan,19-01-2020,"  163,068,417 ",Beverages
Minnesota,19-01-2020,"  83,780,774 ",Beverages
Mississippi,19-01-2020,"  70,297,795 ",Beverages
Missouri,19-01-2020,"  99,197,303 ",Beverages
Nebraska,19-01-2020,"  31,776,464 ",Beverages
Nevada,19-01-2020,"  51,146,176 ",Beverages
New Hampshire,19-01-2020,"  31,135,066 ",Beverages
New Mexico,19-01-2020,"  36,269,989 ",Beverages
New York,19-01-2020,"  247,951,897 ",Beverages
North Carolina,19-01-2020,"  182,962,942 ",Beverages
Ohio,19-01-2020,"  201,220,136 ",Beverages
Oklahoma,19-01-2020,"  75,239,593 ",Beverages
Oregon,19-01-2020,"  56,795,066 ",Beverages
Pennsylvania,19-01-2020,"  203,680,243 ",Beverages
Rhode Island,19-01-2020,"  13,821,909 ",Beverages
South Carolina,19-01-2020,"  96,976,761 ",Beverages
South Dakota,19-01-2020,"  14,677,693 ",Beverages
Tennessee,19-01-2020,"  133,174,600 ",Beverages
Texas,19-01-2020,"  461,142,927 ",Beverages
Utah,19-01-2020,"  42,668,745 ",Beverages
Vermont,19-01-2020,"  10,459,226 ",Beverages
Virginia,19-01-2020,"  145,982,252 ",Beverages
Washington,19-01-2020,"  99,153,199 ",Beverages
West Virginia,19-01-2020,"  37,593,550 ",Beverages
Wisconsin,19-01-2020,"  82,278,527 ",Beverages
Wyoming,19-01-2020,"  11,686,723 ",Beverages
Alabama,19-02-2023,"  191,443,698 ",Beverages
Arizona,19-02-2023,"  200,168,687 ",Beverages
Arkansas,19-02-2023,"  100,840,048 ",Beverages
California,19-02-2023,"  786,199,419 ",Beverages
Colorado,19-02-2023,"  161,916,342 ",Beverages
Connecticut,19-02-2023,"  81,341,664 ",Beverages
Florida,19-02-2023,"  713,110,008 ",Beverages
Georgia,19-02-2023,"  352,448,462 ",Beverages
Illinois,19-02-2023,"  287,407,472 ",Beverages
Indiana,19-02-2023,"  207,748,355 ",Beverages
Iowa,19-02-2023,"  105,959,999 ",Beverages
Kansas,19-02-2023,"  82,138,038 ",Beverages
Kentucky,19-02-2023,"  162,073,335 ",Beverages
Louisiana,19-02-2023,"  165,177,666 ",Beverages
Maine,19-02-2023,"  45,523,131 ",Beverages
Maryland,19-02-2023,"  152,990,036 ",Beverages
Massachusetts,19-02-2023,"  168,441,552 ",Beverages
Michigan,19-02-2023,"  271,158,933 ",Beverages
Minnesota,19-02-2023,"  144,808,511 ",Beverages
Mississippi,19-02-2023,"  114,050,480 ",Beverages
Missouri,19-02-2023,"  180,401,173 ",Beverages
Nebraska,19-02-2023,"  56,849,362 ",Beverages
Nevada,19-02-2023,"  94,316,073 ",Beverages
New Hampshire,19-02-2023,"  51,575,358 ",Beverages
New Mexico,19-02-2023,"  68,032,027 ",Beverages
New York,19-02-2023,"  397,662,728 ",Beverages
North Carolina,19-02-2023,"  332,000,464 ",Beverages
Ohio,19-02-2023,"  347,650,674 ",Beverages
Oklahoma,19-02-2023,"  135,360,155 ",Beverages
Oregon,19-02-2023,"  105,809,683 ",Beverages
Pennsylvania,19-02-2023,"  337,598,545 ",Beverages
Rhode Island,19-02-2023,"  24,154,151 ",Beverages
South Carolina,19-02-2023,"  179,619,574 ",Beverages
South Dakota,19-02-2023,"  26,981,683 ",Beverages
Tennessee,19-02-2023,"  243,855,297 ",Beverages
Texas,19-02-2023,"  824,199,487 ",Beverages
Utah,19-02-2023,"  77,638,645 ",Beverages
Vermont,19-02-2023,"  17,621,735 ",Beverages
Virginia,19-02-2023,"  271,129,890 ",Beverages
Washington,19-02-2023,"  171,916,008 ",Beverages
West Virginia,19-02-2023,"  69,092,458 ",Beverages
Wisconsin,19-02-2023,"  149,355,707 ",Beverages
Wyoming,19-02-2023,"  20,096,421 ",Beverages
Alabama,19-03-2023,"  210,866,567 ",Beverages
Arizona,19-03-2023,"  227,766,017 ",Beverages
Arkansas,19-03-2023,"  111,784,587 ",Beverages
California,19-03-2023,"  841,308,841 ",Beverages
Colorado,19-03-2023,"  175,970,340 ",Beverages
Connecticut,19-03-2023,"  91,217,475 ",Beverages
Florida,19-03-2023,"  789,712,001 ",Beverages
Georgia,19-03-2023,"  386,918,415 ",Beverages
Illinois,19-03-2023,"  324,581,348 ",Beverages
Indiana,19-03-2023,"  231,016,339 ",Beverages
Iowa,19-03-2023,"  115,425,746 ",Beverages
Kansas,19-03-2023,"  92,039,959 ",Beverages
Kentucky,19-03-2023,"  176,332,061 ",Beverages
Louisiana,19-03-2023,"  184,514,764 ",Beverages
Maine,19-03-2023,"  48,532,857 ",Beverages
Maryland,19-03-2023,"  171,998,766 ",Beverages
Massachusetts,19-03-2023,"  193,309,289 ",Beverages
Michigan,19-03-2023,"  298,998,448 ",Beverages
Minnesota,19-03-2023,"  160,661,473 ",Beverages
Mississippi,19-03-2023,"  127,423,751 ",Beverages
Missouri,19-03-2023,"  203,569,236 ",Beverages
Nebraska,19-03-2023,"  61,751,231 ",Beverages
Nevada,19-03-2023,"  103,271,404 ",Beverages
New Hampshire,19-03-2023,"  57,543,103 ",Beverages
New Mexico,19-03-2023,"  74,754,103 ",Beverages
New York,19-03-2023,"  457,965,797 ",Beverages
North Carolina,19-03-2023,"  362,190,665 ",Beverages
Ohio,19-03-2023,"  378,725,666 ",Beverages
Oklahoma,19-03-2023,"  145,942,881 ",Beverages
Oregon,19-03-2023,"  115,111,039 ",Beverages
Pennsylvania,19-03-2023,"  373,630,833 ",Beverages
Rhode Island,19-03-2023,"  27,579,680 ",Beverages
South Carolina,19-03-2023,"  199,129,767 ",Beverages
South Dakota,19-03-2023,"  29,043,897 ",Beverages
Tennessee,19-03-2023,"  261,497,090 ",Beverages
Texas,19-03-2023,"  921,704,775 ",Beverages
Utah,19-03-2023,"  84,876,141 ",Beverages
Vermont,19-03-2023,"  19,111,463 ",Beverages
Virginia,19-03-2023,"  297,202,719 ",Beverages
Washington,19-03-2023,"  190,162,701 ",Beverages
West Virginia,19-03-2023,"  75,107,018 ",Beverages
Wisconsin,19-03-2023,"  160,997,581 ",Beverages
Wyoming,19-03-2023,"  21,499,314 ",Beverages
Alabama,19-04-2020,"  117,742,073 ",Beverages
Arizona,19-04-2020,"  125,902,822 ",Beverages
Arkansas,19-04-2020,"  62,510,706 ",Beverages
California,19-04-2020,"  499,937,572 ",Beverages
Colorado,19-04-2020,"  99,657,930 ",Beverages
Connecticut,19-04-2020,"  50,759,623 ",Beverages
Florida,19-04-2020,"  406,314,241 ",Beverages
Georgia,19-04-2020,"  218,540,152 ",Beverages
Illinois,19-04-2020,"  187,133,889 ",Beverages
Indiana,19-04-2020,"  127,241,009 ",Beverages
Iowa,19-04-2020,"  67,003,318 ",Beverages
Kansas,19-04-2020,"  53,915,809 ",Beverages
Kentucky,19-04-2020,"  99,475,279 ",Beverages
Louisiana,19-04-2020,"  102,183,591 ",Beverages
Maine,19-04-2020,"  27,337,985 ",Beverages
Maryland,19-04-2020,"  96,380,381 ",Beverages
Massachusetts,19-04-2020,"  101,856,766 ",Beverages
Michigan,19-04-2020,"  167,545,769 ",Beverages
Minnesota,19-04-2020,"  95,089,557 ",Beverages
Mississippi,19-04-2020,"  74,645,568 ",Beverages
Missouri,19-04-2020,"  115,367,891 ",Beverages
Nebraska,19-04-2020,"  37,040,343 ",Beverages
Nevada,19-04-2020,"  57,376,305 ",Beverages
New Hampshire,19-04-2020,"  32,103,743 ",Beverages
New Mexico,19-04-2020,"  41,407,813 ",Beverages
New York,19-04-2020,"  248,987,203 ",Beverages
North Carolina,19-04-2020,"  204,203,390 ",Beverages
Ohio,19-04-2020,"  213,052,315 ",Beverages
Oklahoma,19-04-2020,"  83,048,164 ",Beverages
Oregon,19-04-2020,"  68,700,501 ",Beverages
Pennsylvania,19-04-2020,"  209,189,862 ",Beverages
Rhode Island,19-04-2020,"  13,908,239 ",Beverages
South Carolina,19-04-2020,"  108,156,430 ",Beverages
South Dakota,19-04-2020,"  16,578,223 ",Beverages
Tennessee,19-04-2020,"  147,343,447 ",Beverages
Texas,19-04-2020,"  511,736,396 ",Beverages
Utah,19-04-2020,"  49,273,340 ",Beverages
